date,pincode,temperature,humidity,rainfall
2022-02-16,400001,22.9,58.3,0.0
2022-02-17,400001,23.2,47.6,0.0
2022-02-18,400001,19.6,56.1,0.0
2022-02-19,400001,23.4,50.6,0.0
2022-02-20,400001,27.0,51.9,0.0
2022-02-21,400001,21.3,54.2,0.0
2022-02-22,400001,22.9,58.2,0.0
2022-02-23,400001,23.3,48.3,0.0
2022-02-24,400001,27.8,56.4,0.0
2022-02-25,400001,27.4,42.1,0.0
2022-02-26,400001,19.2,47.1,0.0
2022-02-27,400001,20.5,48.6,0.0
2022-02-28,400001,18.8,55.0,0.0
2022-03-01,400001,35.5,55.7,0.0
2022-03-02,400001,33.9,51.6,0.0
2022-03-03,400001,35.5,69.4,0.0
2022-03-04,400001,34.9,68.2,0.0
2022-03-05,400001,29.3,54.9,0.0
2022-03-06,400001,37.6,68.3,0.0
2022-03-07,400001,29.8,69.4,0.0
2022-03-08,400001,36.3,68.0,0.0
2022-03-09,400001,34.8,60.3,0.0
2022-03-10,400001,28.9,66.2,0.0
2022-03-11,400001,30.9,56.9,0.0
2022-03-12,400001,31.7,52.7,0.0
2022-03-13,400001,33.5,68.1,0.0
2022-03-14,400001,30.6,50.3,0.0
2022-03-15,400001,28.8,65.0,0.0
2022-03-16,400001,32.2,68.4,0.0
2022-03-17,400001,29.6,50.4,0.0
2022-03-18,400001,36.7,57.8,0.0
2022-03-19,400001,34.5,56.1,0.0
2022-03-20,400001,28.2,55.6,0.0
2022-03-21,400001,36.8,51.7,0.0
2022-03-22,400001,28.8,65.8,0.0
2022-03-23,400001,31.0,53.9,0.0
2022-03-24,400001,37.2,65.3,0.0
2022-03-25,400001,31.6,57.6,0.0
2022-03-26,400001,34.0,55.6,0.0
2022-03-27,400001,32.8,67.9,0.0
2022-03-28,400001,33.9,52.8,0.0
2022-03-29,400001,31.6,56.2,0.0
2022-03-30,400001,30.7,50.2,0.0
2022-03-31,400001,33.6,68.5,0.0
2022-04-01,400001,36.7,57.0,0.0
2022-04-02,400001,29.8,64.8,0.0
2022-04-03,400001,30.0,68.3,0.0
2022-04-04,400001,28.7,62.3,0.0
2022-04-05,400001,30.0,56.3,0.0
2022-04-06,400001,34.4,60.7,0.0
2022-04-07,400001,34.0,57.6,0.0
2022-04-08,400001,28.8,61.9,0.0
2022-04-09,400001,30.7,57.7,0.0
2022-04-10,400001,28.2,66.7,0.0
2022-04-11,400001,36.0,56.4,0.0
2022-04-12,400001,32.2,60.0,0.0
2022-04-13,400001,28.6,64.1,0.0
2022-04-14,400001,33.1,53.5,0.0
2022-04-15,400001,29.8,69.9,0.0
2022-04-16,400001,35.9,62.1,0.0
2022-04-17,400001,29.1,60.6,0.0
2022-04-18,400001,28.8,66.5,0.0
2022-04-19,400001,28.9,58.8,0.0
2022-04-20,400001,32.5,62.0,0.0
2022-04-21,400001,28.8,66.8,0.0
2022-04-22,400001,34.6,56.5,0.0
2022-04-23,400001,37.3,52.1,0.0
2022-04-24,400001,34.0,52.9,0.0
2022-04-25,400001,32.5,66.1,0.0
2022-04-26,400001,37.1,56.7,0.0
2022-04-27,400001,28.5,69.0,0.0
2022-04-28,400001,35.2,57.4,0.0
2022-04-29,400001,30.0,69.6,0.0
2022-04-30,400001,29.3,60.7,0.0
2022-05-01,400001,36.0,64.2,0.0
2022-05-02,400001,30.9,52.3,0.0
2022-05-03,400001,36.3,59.2,0.0
2022-05-04,400001,28.4,61.5,0.0
2022-05-05,400001,29.6,67.6,0.0
2022-05-06,400001,35.7,64.5,0.0
2022-05-07,400001,29.3,50.4,0.0
2022-05-08,400001,33.2,54.7,0.0
2022-05-09,400001,30.7,52.8,0.0
2022-05-10,400001,35.1,60.7,0.0
2022-05-11,400001,36.4,61.6,0.0
2022-05-12,400001,36.3,69.1,0.0
2022-05-13,400001,30.6,66.5,0.0
2022-05-14,400001,37.1,55.5,0.0
2022-05-15,400001,34.5,52.4,0.0
2022-05-16,400001,33.5,50.3,0.0
2022-05-17,400001,35.0,54.6,0.0
2022-05-18,400001,36.2,64.4,0.0
2022-05-19,400001,37.4,54.6,0.0
2022-05-20,400001,29.6,63.8,0.0
2022-05-21,400001,33.4,55.7,0.0
2022-05-22,400001,32.2,52.0,0.0
2022-05-23,400001,33.2,66.0,0.0
2022-05-24,400001,29.6,55.0,0.0
2022-05-25,400001,33.1,63.0,0.0
2022-05-26,400001,30.3,67.6,0.0
2022-05-27,400001,31.5,55.3,0.0
2022-05-28,400001,37.8,55.1,0.0
2022-05-29,400001,31.9,53.7,0.0
2022-05-30,400001,32.1,58.1,0.0
2022-05-31,400001,34.1,64.1,0.0
2022-06-01,400001,28.4,84.2,8.6
2022-06-02,400001,28.4,87.2,5.6
2022-06-03,400001,29.3,91.7,14.9
2022-06-04,400001,28.4,87.3,6.8
2022-06-05,400001,28.3,78.3,24.4
2022-06-06,400001,27.9,78.1,17.5
2022-06-07,400001,25.9,74.7,4.1
2022-06-08,400001,26.6,86.9,10.3
2022-06-09,400001,24.7,89.4,19.1
2022-06-10,400001,27.7,73.4,15.9
2022-06-11,400001,26.5,89.4,5.4
2022-06-12,400001,27.2,70.6,15.0
2022-06-13,400001,26.4,93.5,18.6
2022-06-14,400001,26.9,88.0,10.7
2022-06-15,400001,26.5,79.2,14.6
2022-06-16,400001,28.5,94.5,18.9
2022-06-17,400001,25.2,74.2,53.5
2022-06-18,400001,26.5,78.8,2.5
2022-06-19,400001,29.6,79.0,6.1
2022-06-20,400001,29.7,85.5,14.7
2022-06-21,400001,28.7,74.1,24.9
2022-06-22,400001,27.1,87.1,24.2
2022-06-23,400001,28.9,74.7,21.8
2022-06-24,400001,26.7,72.7,7.7
2022-06-25,400001,28.0,72.4,0.8
2022-06-26,400001,27.4,87.9,5.2
2022-06-27,400001,25.9,79.9,11.4
2022-06-28,400001,28.1,81.8,13.7
2022-06-29,400001,29.0,78.5,2.8
2022-06-30,400001,26.9,91.6,10.3
2022-07-01,400001,24.7,90.0,4.9
2022-07-02,400001,25.2,73.2,2.5
2022-07-03,400001,24.8,88.9,3.2
2022-07-04,400001,26.0,94.3,16.5
2022-07-05,400001,26.3,75.0,1.9
2022-07-06,400001,29.4,78.6,19.2
2022-07-07,400001,25.5,85.8,23.3
2022-07-08,400001,29.1,85.9,34.1
2022-07-09,400001,27.3,92.8,24.7
2022-07-10,400001,26.4,83.6,23.3
2022-07-11,400001,25.2,83.0,1.5
2022-07-12,400001,28.8,84.2,11.2
2022-07-13,400001,29.8,80.0,0.8
2022-07-14,400001,24.3,80.0,6.4
2022-07-15,400001,29.6,80.0,40.0
2022-07-16,400001,28.1,76.7,16.4
2022-07-17,400001,29.6,81.4,10.6
2022-07-18,400001,29.3,86.7,10.4
2022-07-19,400001,28.4,71.0,6.3
2022-07-20,400001,28.2,74.7,27.1
2022-07-21,400001,27.7,91.8,9.7
2022-07-22,400001,27.0,93.0,9.7
2022-07-23,400001,27.5,72.2,6.8
2022-07-24,400001,26.5,93.3,9.4
2022-07-25,400001,30.0,86.3,45.7
2022-07-26,400001,26.4,87.6,14.1
2022-07-27,400001,27.0,80.1,15.9
2022-07-28,400001,29.7,81.1,24.7
2022-07-29,400001,25.2,76.7,0.7
2022-07-30,400001,29.3,87.8,1.2
2022-07-31,400001,24.1,92.1,10.9
2022-08-01,400001,28.0,91.7,5.2
2022-08-02,400001,28.9,77.2,14.7
2022-08-03,400001,28.3,93.9,3.0
2022-08-04,400001,27.0,72.7,5.8
2022-08-05,400001,27.6,70.2,2.1
2022-08-06,400001,27.9,74.2,17.7
2022-08-07,400001,24.5,80.3,26.6
2022-08-08,400001,24.6,80.5,7.1
2022-08-09,400001,24.3,85.2,25.5
2022-08-10,400001,25.1,82.0,38.6
2022-08-11,400001,27.2,83.9,19.1
2022-08-12,400001,29.1,85.1,67.8
2022-08-13,400001,27.8,72.0,6.2
2022-08-14,400001,28.9,79.5,15.5
2022-08-15,400001,26.9,86.2,4.5
2022-08-16,400001,25.0,81.8,14.4
2022-08-17,400001,28.9,79.4,92.8
2022-08-18,400001,27.9,93.1,5.9
2022-08-19,400001,28.5,88.2,3.8
2022-08-20,400001,26.2,88.2,9.9
2022-08-21,400001,29.5,78.6,1.1
2022-08-22,400001,28.9,73.3,0.2
2022-08-23,400001,27.8,72.2,15.5
2022-08-24,400001,25.9,74.5,27.8
2022-08-25,400001,25.1,88.1,4.4
2022-08-26,400001,24.3,91.6,6.8
2022-08-27,400001,25.2,78.1,14.4
2022-08-28,400001,26.3,94.5,14.8
2022-08-29,400001,26.6,92.5,1.7
2022-08-30,400001,25.2,74.1,16.7
2022-08-31,400001,25.8,83.8,3.9
2022-09-01,400001,25.7,73.8,43.1
2022-09-02,400001,24.3,89.1,7.3
2022-09-03,400001,29.8,85.7,4.5
2022-09-04,400001,25.4,91.4,19.7
2022-09-05,400001,26.3,94.1,2.1
2022-09-06,400001,28.3,79.9,3.4
2022-09-07,400001,25.3,79.9,3.5
2022-09-08,400001,27.6,94.5,5.9
2022-09-09,400001,25.1,91.8,34.3
2022-09-10,400001,26.2,73.1,5.9
2022-09-11,400001,25.1,87.3,30.3
2022-09-12,400001,25.4,86.4,0.9
2022-09-13,400001,26.5,83.5,9.0
2022-09-14,400001,29.6,92.4,5.5
2022-09-15,400001,28.6,80.2,1.2
2022-09-16,400001,24.7,93.3,3.2
2022-09-17,400001,24.9,83.9,6.1
2022-09-18,400001,26.6,84.1,12.1
2022-09-19,400001,25.0,73.8,38.7
2022-09-20,400001,29.7,86.2,16.1
2022-09-21,400001,28.3,76.0,54.9
2022-09-22,400001,25.7,78.1,0.4
2022-09-23,400001,26.1,75.4,32.1
2022-09-24,400001,24.1,80.2,9.0
2022-09-25,400001,28.1,74.7,47.5
2022-09-26,400001,28.3,70.9,12.6
2022-09-27,400001,27.3,82.8,3.6
2022-09-28,400001,27.7,92.9,15.3
2022-09-29,400001,27.8,78.3,4.6
2022-09-30,400001,29.8,82.2,8.0
2022-10-01,400001,26.1,45.5,0.0
2022-10-02,400001,23.8,47.8,0.0
2022-10-03,400001,27.3,51.7,0.0
2022-10-04,400001,24.3,55.8,0.0
2022-10-05,400001,19.1,45.9,0.0
2022-10-06,400001,18.3,55.8,0.0
2022-10-07,400001,24.3,43.7,0.0
2022-10-08,400001,25.3,44.8,0.0
2022-10-09,400001,18.0,41.6,0.0
2022-10-10,400001,26.4,45.1,0.0
2022-10-11,400001,26.9,40.7,0.0
2022-10-12,400001,27.4,48.8,0.0
2022-10-13,400001,21.4,44.3,0.0
2022-10-14,400001,23.4,51.0,0.0
2022-10-15,400001,22.4,54.8,0.0
2022-10-16,400001,19.8,56.0,0.0
2022-10-17,400001,19.9,58.1,0.0
2022-10-18,400001,24.5,40.1,0.0
2022-10-19,400001,22.9,56.5,0.0
2022-10-20,400001,24.3,54.6,0.0
2022-10-21,400001,23.1,47.6,0.0
2022-10-22,400001,19.5,49.9,0.0
2022-10-23,400001,19.0,45.7,0.0
2022-10-24,400001,26.4,41.2,0.0
2022-10-25,400001,18.1,55.4,0.0
2022-10-26,400001,19.8,52.2,0.0
2022-10-27,400001,24.0,41.4,0.0
2022-10-28,400001,22.9,53.5,0.0
2022-10-29,400001,25.4,45.9,0.0
2022-10-30,400001,24.1,48.8,0.0
2022-10-31,400001,26.8,53.7,0.0
2022-11-01,400001,23.2,48.9,0.0
2022-11-02,400001,22.0,54.9,0.0
2022-11-03,400001,18.3,49.0,0.0
2022-11-04,400001,21.9,49.3,0.0
2022-11-05,400001,23.2,47.8,0.0
2022-11-06,400001,25.4,54.6,0.0
2022-11-07,400001,22.5,45.5,0.0
2022-11-08,400001,18.6,46.4,0.0
2022-11-09,400001,18.2,41.5,0.0
2022-11-10,400001,23.8,40.8,0.0
2022-11-11,400001,22.3,54.5,0.0
2022-11-12,400001,22.8,57.3,0.0
2022-11-13,400001,19.6,47.0,0.0
2022-11-14,400001,21.5,50.8,0.0
2022-11-15,400001,26.5,43.8,0.0
2022-11-16,400001,18.0,48.8,0.0
2022-11-17,400001,20.9,43.9,0.0
2022-11-18,400001,27.0,44.5,0.0
2022-11-19,400001,18.4,58.4,0.0
2022-11-20,400001,26.8,57.0,0.0
2022-11-21,400001,23.8,53.8,0.0
2022-11-22,400001,18.9,43.3,0.0
2022-11-23,400001,25.4,48.5,0.0
2022-11-24,400001,18.4,40.1,0.0
2022-11-25,400001,20.1,42.7,0.0
2022-11-26,400001,27.1,42.6,0.0
2022-11-27,400001,24.7,54.3,0.0
2022-11-28,400001,26.0,40.7,0.0
2022-11-29,400001,24.1,46.2,0.0
2022-11-30,400001,22.0,42.2,0.0
2022-12-01,400001,25.3,41.4,0.0
2022-12-02,400001,21.4,46.2,0.0
2022-12-03,400001,26.9,44.6,0.0
2022-12-04,400001,26.0,50.0,0.0
2022-12-05,400001,23.0,42.1,0.0
2022-12-06,400001,27.8,53.3,0.0
2022-12-07,400001,18.1,58.0,0.0
2022-12-08,400001,21.5,53.7,0.0
2022-12-09,400001,23.3,43.6,0.0
2022-12-10,400001,23.2,47.0,0.0
2022-12-11,400001,25.2,44.1,0.0
2022-12-12,400001,21.9,40.7,0.0
2022-12-13,400001,25.4,42.3,0.0
2022-12-14,400001,20.1,46.3,0.0
2022-12-15,400001,22.9,50.0,0.0
2022-12-16,400001,22.9,52.1,0.0
2022-12-17,400001,21.9,54.0,0.0
2022-12-18,400001,24.4,40.9,0.0
2022-12-19,400001,24.0,46.9,0.0
2022-12-20,400001,27.9,41.5,0.0
2022-12-21,400001,18.0,40.8,0.0
2022-12-22,400001,24.6,57.0,0.0
2022-12-23,400001,23.4,54.2,0.0
2022-12-24,400001,26.2,46.7,0.0
2022-12-25,400001,18.7,43.8,0.0
2022-12-26,400001,20.8,55.2,0.0
2022-12-27,400001,19.6,59.8,0.0
2022-12-28,400001,19.5,51.0,0.0
2022-12-29,400001,21.0,42.6,0.0
2022-12-30,400001,20.4,55.0,0.0
2022-12-31,400001,26.1,54.3,0.0
2023-01-01,400001,24.2,43.2,0.0
2023-01-02,400001,24.8,45.7,0.0
2023-01-03,400001,20.0,55.9,0.0
2023-01-04,400001,25.0,42.9,0.0
2023-01-05,400001,20.0,47.0,0.0
2023-01-06,400001,26.9,55.0,0.0
2023-01-07,400001,25.7,56.8,0.0
2023-01-08,400001,26.7,45.6,0.0
2023-01-09,400001,25.7,42.5,0.0
2023-01-10,400001,20.3,57.9,0.0
2023-01-11,400001,18.5,56.3,0.0
2023-01-12,400001,26.8,42.6,0.0
2023-01-13,400001,18.9,42.6,0.0
2023-01-14,400001,22.3,43.4,0.0
2023-01-15,400001,27.7,58.1,0.0
2023-01-16,400001,24.9,59.1,0.0
2023-01-17,400001,26.8,43.9,0.0
2023-01-18,400001,19.8,42.0,0.0
2023-01-19,400001,28.0,42.6,0.0
2023-01-20,400001,18.8,55.0,0.0
2023-01-21,400001,24.1,49.4,0.0
2023-01-22,400001,23.9,52.0,0.0
2023-01-23,400001,23.5,59.6,0.0
2023-01-24,400001,18.7,54.1,0.0
2023-01-25,400001,25.0,48.2,0.0
2023-01-26,400001,24.3,49.4,0.0
2023-01-27,400001,21.8,51.7,0.0
2023-01-28,400001,18.6,54.9,0.0
2023-01-29,400001,25.5,47.6,0.0
2023-01-30,400001,27.5,42.1,0.0
2023-01-31,400001,26.2,51.6,0.0
2023-02-01,400001,21.4,45.6,0.0
2023-02-02,400001,18.3,47.7,0.0
2023-02-03,400001,19.2,49.2,0.0
2023-02-04,400001,27.4,53.1,0.0
2023-02-05,400001,24.5,48.6,0.0
2023-02-06,400001,26.1,55.7,0.0
2023-02-07,400001,20.0,56.4,0.0
2023-02-08,400001,27.1,51.0,0.0
2023-02-09,400001,24.6,45.6,0.0
2023-02-10,400001,27.6,59.2,0.0
2023-02-11,400001,24.3,51.5,0.0
2023-02-12,400001,22.6,59.1,0.0
2023-02-13,400001,23.4,47.4,0.0
2023-02-14,400001,19.0,56.1,0.0
2023-02-15,400001,20.3,54.5,0.0
2023-02-16,400001,19.1,49.9,0.0
2023-02-17,400001,26.0,58.7,0.0
2023-02-18,400001,19.3,44.1,0.0
2023-02-19,400001,22.4,52.7,0.0
2023-02-20,400001,27.3,56.8,0.0
2023-02-21,400001,20.9,53.2,0.0
2023-02-22,400001,22.5,43.1,0.0
2023-02-23,400001,22.5,47.4,0.0
2023-02-24,400001,20.1,48.2,0.0
2023-02-25,400001,22.2,55.4,0.0
2023-02-26,400001,27.5,58.6,0.0
2023-02-27,400001,24.7,59.4,0.0
2023-02-28,400001,26.5,45.1,0.0
2023-03-01,400001,35.1,65.4,0.0
2023-03-02,400001,37.7,68.4,0.0
2023-03-03,400001,28.0,57.7,0.0
2023-03-04,400001,31.9,66.5,0.0
2023-03-05,400001,37.1,50.1,0.0
2023-03-06,400001,31.4,67.0,0.0
2023-03-07,400001,31.7,58.2,0.0
2023-03-08,400001,31.1,65.3,0.0
2023-03-09,400001,37.2,54.0,0.0
2023-03-10,400001,34.7,60.2,0.0
2023-03-11,400001,34.5,55.9,0.0
2023-03-12,400001,30.7,64.3,0.0
2023-03-13,400001,33.6,64.9,0.0
2023-03-14,400001,30.8,54.3,0.0
2023-03-15,400001,30.0,61.9,0.0
2023-03-16,400001,35.2,54.8,0.0
2023-03-17,400001,30.0,57.8,0.0
2023-03-18,400001,29.5,62.5,0.0
2023-03-19,400001,34.8,65.9,0.0
2023-03-20,400001,36.0,58.9,0.0
2023-03-21,400001,28.5,50.4,0.0
2023-03-22,400001,33.2,68.7,0.0
2023-03-23,400001,33.1,60.5,0.0
2023-03-24,400001,29.8,58.0,0.0
2023-03-25,400001,37.8,66.2,0.0
2023-03-26,400001,28.8,54.2,0.0
2023-03-27,400001,37.9,56.9,0.0
2023-03-28,400001,30.2,68.9,0.0
2023-03-29,400001,31.1,50.7,0.0
2023-03-30,400001,34.2,51.5,0.0
2023-03-31,400001,29.7,69.3,0.0
2023-04-01,400001,32.3,52.0,0.0
2023-04-02,400001,28.3,59.1,0.0
2023-04-03,400001,36.1,66.8,0.0
2023-04-04,400001,29.4,53.6,0.0
2023-04-05,400001,29.1,57.0,0.0
2023-04-06,400001,35.7,57.2,0.0
2023-04-07,400001,35.8,69.8,0.0
2023-04-08,400001,37.2,60.7,0.0
2023-04-09,400001,32.4,52.4,0.0
2023-04-10,400001,33.7,66.4,0.0
2023-04-11,400001,32.5,56.6,0.0
2023-04-12,400001,33.7,56.0,0.0
2023-04-13,400001,34.8,52.7,0.0
2023-04-14,400001,30.6,69.2,0.0
2023-04-15,400001,33.8,67.7,0.0
2023-04-16,400001,34.3,65.6,0.0
2023-04-17,400001,37.1,61.7,0.0
2023-04-18,400001,29.7,61.5,0.0
2023-04-19,400001,29.0,60.7,0.0
2023-04-20,400001,32.6,57.0,0.0
2023-04-21,400001,36.2,54.9,0.0
2023-04-22,400001,34.9,69.6,0.0
2023-04-23,400001,32.9,67.7,0.0
2023-04-24,400001,31.3,60.4,0.0
2023-04-25,400001,35.7,61.8,0.0
2023-04-26,400001,37.6,54.5,0.0
2023-04-27,400001,31.4,67.2,0.0
2023-04-28,400001,32.5,57.6,0.0
2023-04-29,400001,31.8,54.4,0.0
2023-04-30,400001,35.0,52.7,0.0
2023-05-01,400001,35.4,62.0,0.0
2023-05-02,400001,30.0,51.5,0.0
2023-05-03,400001,30.4,66.0,0.0
2023-05-04,400001,28.9,62.7,0.0
2023-05-05,400001,36.7,67.2,0.0
2023-05-06,400001,28.8,55.4,0.0
2023-05-07,400001,31.0,56.2,0.0
2023-05-08,400001,37.3,53.2,0.0
2023-05-09,400001,28.1,62.3,0.0
2023-05-10,400001,28.8,66.4,0.0
2023-05-11,400001,32.0,68.0,0.0
2023-05-12,400001,35.8,67.5,0.0
2023-05-13,400001,35.0,53.3,0.0
2023-05-14,400001,32.2,52.7,0.0
2023-05-15,400001,37.3,60.6,0.0
2023-05-16,400001,31.2,68.2,0.0
2023-05-17,400001,33.5,67.0,0.0
2023-05-18,400001,29.5,51.0,0.0
2023-05-19,400001,29.9,69.2,0.0
2023-05-20,400001,33.8,61.6,0.0
2023-05-21,400001,37.8,63.1,0.0
2023-05-22,400001,36.8,69.4,0.0
2023-05-23,400001,36.7,63.4,0.0
2023-05-24,400001,36.1,65.9,0.0
2023-05-25,400001,28.6,52.6,0.0
2023-05-26,400001,34.1,70.0,0.0
2023-05-27,400001,35.1,70.0,0.0
2023-05-28,400001,35.9,60.2,0.0
2023-05-29,400001,33.2,62.4,0.0
2023-05-30,400001,36.4,54.4,0.0
2023-05-31,400001,34.4,63.8,0.0
2023-06-01,400001,25.8,81.0,10.5
2023-06-02,400001,27.7,81.9,7.3
2023-06-03,400001,25.1,89.6,35.2
2023-06-04,400001,24.7,77.9,46.2
2023-06-05,400001,26.8,77.8,33.1
2023-06-06,400001,24.4,88.7,3.5
2023-06-07,400001,29.5,77.9,24.7
2023-06-08,400001,27.4,83.8,12.9
2023-06-09,400001,29.7,70.6,9.6
2023-06-10,400001,28.2,91.5,26.6
2023-06-11,400001,26.8,84.6,22.3
2023-06-12,400001,24.2,82.7,25.3
2023-06-13,400001,25.0,72.5,1.0
2023-06-14,400001,28.3,93.0,3.8
2023-06-15,400001,25.2,71.6,1.3
2023-06-16,400001,26.7,94.9,7.0
2023-06-17,400001,24.1,71.8,3.8
2023-06-18,400001,29.4,93.0,30.2
2023-06-19,400001,24.3,76.9,4.7
2023-06-20,400001,29.1,79.8,4.2
2023-06-21,400001,26.3,92.3,31.9
2023-06-22,400001,24.2,76.1,24.1
2023-06-23,400001,24.5,78.2,11.3
2023-06-24,400001,24.7,84.6,0.9
2023-06-25,400001,24.8,75.5,24.0
2023-06-26,400001,25.5,82.8,3.8
2023-06-27,400001,28.1,74.0,7.4
2023-06-28,400001,28.0,70.8,34.7
2023-06-29,400001,29.4,92.4,14.3
2023-06-30,400001,26.8,89.9,0.4
2023-07-01,400001,26.0,72.8,5.4
2023-07-02,400001,28.4,94.4,54.1
2023-07-03,400001,24.9,81.5,12.8
2023-07-04,400001,25.2,81.3,7.9
2023-07-05,400001,28.7,83.8,3.6
2023-07-06,400001,25.5,74.8,1.5
2023-07-07,400001,26.2,79.4,1.7
2023-07-08,400001,29.2,92.9,10.6
2023-07-09,400001,26.8,83.7,10.3
2023-07-10,400001,26.4,94.4,2.5
2023-07-11,400001,27.1,94.1,3.5
2023-07-12,400001,24.6,84.6,11.3
2023-07-13,400001,28.3,76.6,30.7
2023-07-14,400001,28.4,92.9,7.8
2023-07-15,400001,25.6,91.4,9.7
2023-07-16,400001,28.9,88.8,4.1
2023-07-17,400001,24.3,83.1,30.1
2023-07-18,400001,28.3,93.5,16.3
2023-07-19,400001,25.5,89.8,41.4
2023-07-20,400001,24.2,79.4,4.5
2023-07-21,400001,27.6,89.4,7.4
2023-07-22,400001,25.0,90.1,5.0
2023-07-23,400001,26.1,94.9,19.5
2023-07-24,400001,24.0,92.7,69.3
2023-07-25,400001,25.1,90.3,13.1
2023-07-26,400001,25.7,73.7,4.6
2023-07-27,400001,25.5,77.8,91.5
2023-07-28,400001,25.7,87.8,7.3
2023-07-29,400001,24.9,76.0,12.0
2023-07-30,400001,26.0,80.6,63.1
2023-07-31,400001,28.1,93.8,25.4
2023-08-01,400001,26.1,74.7,24.5
2023-08-02,400001,24.3,81.5,21.5
2023-08-03,400001,24.4,71.7,1.7
2023-08-04,400001,24.3,70.6,0.3
2023-08-05,400001,28.8,81.2,5.8
2023-08-06,400001,26.6,86.9,24.1
2023-08-07,400001,24.4,84.4,8.5
2023-08-08,400001,29.5,79.1,10.5
2023-08-09,400001,28.0,71.8,2.6
2023-08-10,400001,24.5,79.5,100.3
2023-08-11,400001,27.9,77.8,0.3
2023-08-12,400001,26.7,71.4,0.7
2023-08-13,400001,24.3,84.2,0.0
2023-08-14,400001,25.5,81.9,36.3
2023-08-15,400001,28.2,84.1,3.5
2023-08-16,400001,25.5,78.1,0.4
2023-08-17,400001,27.5,91.1,4.1
2023-08-18,400001,26.3,74.7,0.0
2023-08-19,400001,29.2,73.3,8.6
2023-08-20,400001,26.1,89.2,29.6
2023-08-21,400001,28.9,93.4,2.9
2023-08-22,400001,26.6,88.9,52.4
2023-08-23,400001,25.6,71.1,25.1
2023-08-24,400001,25.9,70.1,6.0
2023-08-25,400001,26.4,82.1,8.2
2023-08-26,400001,24.3,71.6,15.4
2023-08-27,400001,27.4,75.8,10.0
2023-08-28,400001,27.8,92.1,5.2
2023-08-29,400001,24.5,79.1,34.5
2023-08-30,400001,28.5,72.7,62.4
2023-08-31,400001,28.8,90.9,15.2
2023-09-01,400001,27.5,86.9,12.4
2023-09-02,400001,24.2,71.4,8.0
2023-09-03,400001,24.8,89.6,15.5
2023-09-04,400001,26.7,73.9,54.4
2023-09-05,400001,29.2,79.1,47.7
2023-09-06,400001,24.4,82.5,22.7
2023-09-07,400001,25.0,88.7,7.3
2023-09-08,400001,25.8,78.8,12.3
2023-09-09,400001,26.8,73.9,4.6
2023-09-10,400001,27.2,73.5,36.9
2023-09-11,400001,25.3,70.4,27.2
2023-09-12,400001,29.2,89.1,36.5
2023-09-13,400001,25.8,72.5,16.9
2023-09-14,400001,24.5,91.0,6.7
2023-09-15,400001,26.6,76.4,6.1
2023-09-16,400001,26.4,88.3,20.8
2023-09-17,400001,25.4,74.9,52.1
2023-09-18,400001,25.1,86.6,1.9
2023-09-19,400001,26.5,90.1,20.1
2023-09-20,400001,26.0,83.4,24.3
2023-09-21,400001,28.2,88.1,9.7
2023-09-22,400001,28.4,80.7,18.2
2023-09-23,400001,25.2,80.2,13.4
2023-09-24,400001,27.4,78.1,2.6
2023-09-25,400001,28.3,89.2,18.3
2023-09-26,400001,25.9,92.4,13.2
